,GeoName,IndustryClassification,Description,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2,"Atlanta-Sandy Springs-Roswell, GA",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,395.9,484.1,538.1,487.7,
5,"Atlanta-Sandy Springs-Roswell, GA",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,481.9,,,,602.1
9,"Atlanta-Sandy Springs-Roswell, GA",22,  Utilities,,,,,,,4398.9,4231.0,4370.7,4968.1,4726.5
10,"Atlanta-Sandy Springs-Roswell, GA",23,  Construction,,,,,,,8851.8,,,,13450.2
11,"Atlanta-Sandy Springs-Roswell, GA",31-33,  Manufacturing,24559.3,22985.7,21824.4,23215.5,24023.3,23224.4,23345.0,23796.7,23894.8,25197.5,26278.8
33,"Atlanta-Sandy Springs-Roswell, GA",42,  Wholesale trade,,,,,,,25948.0,27139.0,28462.7,28907.0,29590.6
34,"Atlanta-Sandy Springs-Roswell, GA",44-45,  Retail trade,16761.3,15912.2,14864.7,15096.6,15265.2,15743.9,16020.6,16611.0,17678.8,18503.0,19244.1
35,"Atlanta-Sandy Springs-Roswell, GA",48-49,  Transportation and warehousing,,,,,,,13043.9,13063.1,13151.4,13831.1,14624.1
44,"Atlanta-Sandy Springs-Roswell, GA",51,  Information,,24540.4,,,,,30992.7,31549.6,35071.7,41025.9,43548.8
49,"Atlanta-Sandy Springs-Roswell, GA","52, 53","  Finance, insurance, real estate, rental, and leasing",61827.3,60953.5,61189.4,58903.8,60277.9,61491.3,63905.2,68003.5,68083.0,68199.6,69248.9
50,"Atlanta-Sandy Springs-Roswell, GA",52,   Finance and insurance,,,,19455.8,,,,,24401.2,23638.5,24072.5
55,"Atlanta-Sandy Springs-Roswell, GA",53,   Real estate and rental and leasing,,,,39460.1,,,,,43557.1,44605.1,45204.0
58,"Atlanta-Sandy Springs-Roswell, GA","54, 55, 56",  Professional and business services,39650.9,40556.5,38265.4,38961.9,40754.4,42710.6,43115.6,45865.1,47694.3,48949.1,50492.1
59,"Atlanta-Sandy Springs-Roswell, GA",54,"   Professional, scientific, and technical services",,,,,,,23995.6,25364.6,26442.1,27321.9,27735.0
60,"Atlanta-Sandy Springs-Roswell, GA",55,   Management of companies and enterprises,,,,,,,,7851.8,8492.7,8567.5,9093.9
61,"Atlanta-Sandy Springs-Roswell, GA",56,   Administrative and support and waste management and remediation services,11221.5,,10307.9,,,,,12681.2,12806.0,13097.2,13720.6
64,"Atlanta-Sandy Springs-Roswell, GA","61, 62","  Educational services, health care, and social assistance",16582.1,17233.5,17845.9,17731.0,18109.8,18624.7,19397.9,19858.4,20524.9,,
65,"Atlanta-Sandy Springs-Roswell, GA",61,   Educational services,,,,,,,3428.8,3500.3,3394.7,,
66,"Atlanta-Sandy Springs-Roswell, GA",62,   Health care and social assistance,,,,,,,15983.1,16373.2,17166.8,17944.7,18646.9
70,"Atlanta-Sandy Springs-Roswell, GA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",9947.2,9689.0,8864.6,8980.7,9298.1,9502.7,9174.7,9657.2,9390.7,9529.0,9866.6
71,"Atlanta-Sandy Springs-Roswell, GA",71,"   Arts, entertainment, and recreation",,,,,,,,1822.3,1828.5,1947.3,2075.6
74,"Atlanta-Sandy Springs-Roswell, GA",72,   Accommodation and food services,,,,,,,,7834.2,7563.2,7586.2,7798.6
77,"Atlanta-Sandy Springs-Roswell, GA",81,  Other services (except government and government enterprises),5964.4,5527.5,5244.0,5096.5,5070.2,5150.0,5078.6,5145.3,5277.9,5380.9,5536.6
82,"Atlanta-Sandy Springs-Roswell, GA","11, 21",Natural resources and mining,1042.7,864.2,818.9,761.3,677.7,859.3,882.8,,,,
83,"Atlanta-Sandy Springs-Roswell, GA","42, 44-45",Trade,,,,,,,41962.5,43745.6,46133.7,47395.4,48816.9
89,"Baltimore-Columbia-Towson, MD",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,164.2,138.7,,175.0,157.0
92,"Baltimore-Columbia-Towson, MD",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,77.9,,104.3,90.6,134.9
96,"Baltimore-Columbia-Towson, MD",22,  Utilities,,,,,,,3720.6,3488.1,3361.3,3519.7,3070.6
97,"Baltimore-Columbia-Towson, MD",23,  Construction,7286.7,6891.5,6137.5,5922.7,5947.3,5980.6,6385.6,,6631.7,6871.6,6717.6
98,"Baltimore-Columbia-Towson, MD",31-33,  Manufacturing,9813.9,10139.6,10476.2,10941.0,10830.1,9916.7,10245.2,9720.9,9135.9,9624.1,10397.2
120,"Baltimore-Columbia-Towson, MD",42,  Wholesale trade,,,,8107.8,8211.3,8138.7,8367.5,8705.5,9122.2,9164.4,9213.2
121,"Baltimore-Columbia-Towson, MD",44-45,  Retail trade,8233.8,7776.9,7498.5,7673.7,7801.7,8006.6,7840.0,7843.1,8107.5,8466.0,8523.3
122,"Baltimore-Columbia-Towson, MD",48-49,  Transportation and warehousing,,,,,,,3764.5,3860.7,4072.1,4195.9,4194.2
131,"Baltimore-Columbia-Towson, MD",51,  Information,5947.3,5817.7,,5407.2,4514.9,4321.9,5331.3,5122.7,5592.8,6107.0,6330.0
136,"Baltimore-Columbia-Towson, MD","52, 53","  Finance, insurance, real estate, rental, and leasing",29104.9,28034.2,29183.3,30633.6,32212.1,32173.4,31780.3,32535.2,31934.8,33409.0,33711.3
137,"Baltimore-Columbia-Towson, MD",52,   Finance and insurance,8081.3,6531.2,7524.1,7466.1,7337.7,7885.6,8500.2,9438.8,9431.5,9363.1,9399.2
142,"Baltimore-Columbia-Towson, MD",53,   Real estate and rental and leasing,20937.0,21534.2,21659.1,23176.4,24909.6,24283.7,23209.6,22941.0,22328.5,23942.4,24215.5
145,"Baltimore-Columbia-Towson, MD","54, 55, 56",  Professional and business services,18695.0,19940.2,19652.8,20288.7,21041.3,22407.5,22928.8,23497.3,,24391.5,24630.0
146,"Baltimore-Columbia-Towson, MD",54,"   Professional, scientific, and technical services",12940.9,14075.7,14053.7,14276.5,14812.4,15629.9,15780.5,16078.7,16174.6,,
147,"Baltimore-Columbia-Towson, MD",55,   Management of companies and enterprises,1209.6,1146.3,1086.5,1199.2,1246.1,,,,,,
148,"Baltimore-Columbia-Towson, MD",56,   Administrative and support and waste management and remediation services,4548.0,4718.7,4512.5,4814.4,4984.0,,,,5771.6,5825.3,5904.9
151,"Baltimore-Columbia-Towson, MD","61, 62","  Educational services, health care, and social assistance",14390.2,15171.1,15693.1,15727.8,16200.8,16373.6,16252.5,16667.9,17042.9,17105.9,17478.4
152,"Baltimore-Columbia-Towson, MD",61,   Educational services,2873.4,2933.7,3095.2,3134.4,3254.3,3284.6,3082.3,3168.0,3072.0,3075.5,3140.5
153,"Baltimore-Columbia-Towson, MD",62,   Health care and social assistance,11518.3,12237.3,12597.9,12593.3,12946.1,13088.7,13178.7,13508.2,13994.3,14054.6,14362.8
157,"Baltimore-Columbia-Towson, MD","71, 72","  Arts, entertainment, recreation, accommodation, and food services",5134.7,5159.0,4760.3,4856.4,4941.7,5284.4,5518.7,5859.0,5966.1,5979.1,6079.3
158,"Baltimore-Columbia-Towson, MD",71,"   Arts, entertainment, and recreation",1389.9,1326.5,1322.9,1452.4,1488.9,1576.5,1828.7,2204.0,2239.6,2288.1,2348.1
161,"Baltimore-Columbia-Towson, MD",72,   Accommodation and food services,3743.9,3834.4,3437.4,3404.1,3452.9,3707.9,3692.7,3664.3,3735.9,3702.0,3743.4
164,"Baltimore-Columbia-Towson, MD",81,  Other services (except government and government enterprises),3592.0,3467.9,,3359.7,3354.5,3406.5,3280.3,3329.9,3341.1,3366.3,3425.9
169,"Baltimore-Columbia-Towson, MD","11, 21",Natural resources and mining,,,284.5,259.5,218.8,240.6,242.8,,,261.1,285.7
170,"Baltimore-Columbia-Towson, MD","42, 44-45",Trade,,,,15780.7,16012.0,16141.3,16208.0,16552.7,17235.1,17632.5,17739.4
176,"Boston-Cambridge-Newton, MA-NH",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,,320.6,340.9,363.9,350.6
179,"Boston-Cambridge-Newton, MA-NH",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,143.5,,199.0,
183,"Boston-Cambridge-Newton, MA-NH",22,  Utilities,,,,,,,,,,,
184,"Boston-Cambridge-Newton, MA-NH",23,  Construction,10975.0,10311.1,9095.7,9014.0,9380.6,9955.6,,10327.4,,11748.7,
185,"Boston-Cambridge-Newton, MA-NH",31-33,  Manufacturing,34491.1,31727.1,30187.6,33506.6,33488.8,34214.0,,35026.6,,34969.9,
207,"Boston-Cambridge-Newton, MA-NH",42,  Wholesale trade,19219.4,19374.3,17281.9,17301.8,17432.2,16748.9,17302.0,17909.0,18638.1,18767.5,19293.2
208,"Boston-Cambridge-Newton, MA-NH",44-45,  Retail trade,12176.0,11842.4,11717.3,12175.4,12200.8,12258.6,12808.3,13218.2,13883.8,14628.1,15301.4
209,"Boston-Cambridge-Newton, MA-NH",48-49,  Transportation and warehousing,,,,,,,,,,,
218,"Boston-Cambridge-Newton, MA-NH",51,  Information,17658.2,19147.8,18197.6,20700.8,20865.6,21179.9,21232.5,21402.2,24464.4,25531.3,26477.7
223,"Boston-Cambridge-Newton, MA-NH","52, 53","  Finance, insurance, real estate, rental, and leasing",79019.3,75804.3,80021.9,81398.2,82505.4,87059.2,85720.5,86933.9,90470.8,89643.3,91322.0
224,"Boston-Cambridge-Newton, MA-NH",52,   Finance and insurance,29155.7,25821.2,29995.3,29532.2,29269.6,32749.6,30230.6,30180.8,33088.9,31622.4,31861.4
229,"Boston-Cambridge-Newton, MA-NH",53,   Real estate and rental and leasing,49769.3,50117.0,50026.6,51887.3,53293.8,54224.3,55625.7,56960.1,57303.1,58172.5,59686.5
232,"Boston-Cambridge-Newton, MA-NH","54, 55, 56",  Professional and business services,53944.8,57587.1,54170.4,56391.7,58951.3,61598.7,62628.4,64715.9,69049.5,71319.0,75756.9
233,"Boston-Cambridge-Newton, MA-NH",54,"   Professional, scientific, and technical services",36559.9,40612.0,38311.4,39753.4,41062.1,42906.8,43384.6,44687.3,47740.9,50204.6,53875.8
234,"Boston-Cambridge-Newton, MA-NH",55,   Management of companies and enterprises,7933.0,7443.4,7103.3,7234.8,8113.9,8670.2,9070.5,9684.8,10644.6,10311.7,10554.6
235,"Boston-Cambridge-Newton, MA-NH",56,   Administrative and support and waste management and remediation services,9471.0,9530.5,8755.7,9406.0,9780.0,10023.8,10180.7,10361.2,10696.8,10796.8,11295.0
238,"Boston-Cambridge-Newton, MA-NH","61, 62","  Educational services, health care, and social assistance",33040.0,34894.9,35518.1,36528.1,37248.9,38287.8,38557.8,39461.4,40155.2,40790.9,41679.7
239,"Boston-Cambridge-Newton, MA-NH",61,   Educational services,8625.1,8856.7,9088.8,9339.7,9405.5,9436.1,9327.5,9529.4,9317.0,9526.5,9723.2
240,"Boston-Cambridge-Newton, MA-NH",62,   Health care and social assistance,24417.6,26038.0,26429.3,27188.4,27844.8,28860.0,29247.2,29950.5,30890.4,31311.3,32005.5
244,"Boston-Cambridge-Newton, MA-NH","71, 72","  Arts, entertainment, recreation, accommodation, and food services",10929.6,10670.0,10195.7,10938.3,11365.8,11649.1,12180.0,12698.8,13158.4,13319.9,13765.2
245,"Boston-Cambridge-Newton, MA-NH",71,"   Arts, entertainment, and recreation",3020.8,3002.0,2815.2,3056.4,3134.0,3206.6,3535.9,4012.8,4001.5,4002.2,4161.1
248,"Boston-Cambridge-Newton, MA-NH",72,   Accommodation and food services,7909.8,7667.2,7380.5,7882.0,8231.8,8442.6,8646.9,8697.0,9163.8,9323.1,9610.7
251,"Boston-Cambridge-Newton, MA-NH",81,  Other services (except government and government enterprises),6210.9,6077.5,5761.6,5666.6,5680.0,5741.9,5745.0,5924.7,6066.7,6167.9,6227.1
256,"Boston-Cambridge-Newton, MA-NH","11, 21",Natural resources and mining,555.5,510.8,533.3,547.4,453.3,465.4,511.4,455.7,,550.2,
257,"Boston-Cambridge-Newton, MA-NH","42, 44-45",Trade,31389.8,31193.4,28999.2,29475.1,29631.6,28999.5,30100.1,31117.1,32509.9,33376.0,34569.6
263,"Buffalo-Cheektowaga-Niagara Falls, NY",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,,,,,
266,"Buffalo-Cheektowaga-Niagara Falls, NY",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,,,,
270,"Buffalo-Cheektowaga-Niagara Falls, NY",22,  Utilities,946.7,901.5,813.8,827.3,754.7,724.9,697.4,669.3,672.8,619.6,580.8
271,"Buffalo-Cheektowaga-Niagara Falls, NY",23,  Construction,1696.6,1731.5,1658.9,1651.1,1685.6,1683.4,1639.7,1631.8,1711.7,1750.6,1607.4
272,"Buffalo-Cheektowaga-Niagara Falls, NY",31-33,  Manufacturing,8434.7,7679.6,7222.5,7197.6,6896.7,6842.8,7022.8,7334.7,7033.9,7116.9,7186.6
294,"Buffalo-Cheektowaga-Niagara Falls, NY",42,  Wholesale trade,3277.7,3305.8,2950.0,3027.4,2880.4,2873.8,2904.6,2994.6,3141.9,2983.7,3033.7
295,"Buffalo-Cheektowaga-Niagara Falls, NY",44-45,  Retail trade,3127.7,3062.1,3149.3,3376.1,3426.4,3381.5,3437.9,3502.0,3618.4,3664.2,3667.1
296,"Buffalo-Cheektowaga-Niagara Falls, NY",48-49,  Transportation and warehousing,1141.6,1154.3,978.8,996.4,1048.5,1092.1,1098.6,1104.3,1090.7,1009.0,1008.7
305,"Buffalo-Cheektowaga-Niagara Falls, NY",51,  Information,1635.9,1590.2,1526.8,1428.5,1407.3,1415.1,1372.5,1403.9,1445.3,1404.8,1467.0
310,"Buffalo-Cheektowaga-Niagara Falls, NY","52, 53","  Finance, insurance, real estate, rental, and leasing",6393.7,6613.5,8043.3,8267.4,9079.6,8766.9,8268.1,8717.5,9161.4,9727.9,9788.3
311,"Buffalo-Cheektowaga-Niagara Falls, NY",52,   Finance and insurance,3679.8,3914.0,4933.5,4746.8,4752.9,5252.8,4711.1,4890.7,5491.5,5839.2,6100.6
316,"Buffalo-Cheektowaga-Niagara Falls, NY",53,   Real estate and rental and leasing,2739.6,2708.5,3109.8,3528.2,4358.8,3498.9,3566.2,3846.1,3638.6,3854.1,3606.8
319,"Buffalo-Cheektowaga-Niagara Falls, NY","54, 55, 56",  Professional and business services,4895.3,5282.3,5391.3,5649.7,5833.8,5908.3,5974.5,5882.0,5895.5,5875.0,5866.5
320,"Buffalo-Cheektowaga-Niagara Falls, NY",54,"   Professional, scientific, and technical services",2449.3,2684.0,2630.8,2692.1,2752.9,2688.3,2623.1,2655.0,2713.6,2732.5,2771.1
321,"Buffalo-Cheektowaga-Niagara Falls, NY",55,   Management of companies and enterprises,938.3,938.7,1061.0,1135.9,1251.4,1351.0,1486.9,1617.8,1600.7,1606.5,1531.2
322,"Buffalo-Cheektowaga-Niagara Falls, NY",56,   Administrative and support and waste management and remediation services,1508.1,1658.5,1699.6,1822.3,1829.6,1871.7,1870.6,1615.5,1584.7,1540.0,1560.7
325,"Buffalo-Cheektowaga-Niagara Falls, NY","61, 62","  Educational services, health care, and social assistance",4387.9,4539.3,4735.8,4774.2,4771.3,4825.4,4855.9,4899.8,5001.6,5133.1,5230.2
326,"Buffalo-Cheektowaga-Niagara Falls, NY",61,   Educational services,555.9,565.3,585.4,585.8,574.9,637.7,609.6,603.7,585.1,570.3,561.2
327,"Buffalo-Cheektowaga-Niagara Falls, NY",62,   Health care and social assistance,3832.3,3974.0,4150.4,4188.4,4196.6,4186.2,4246.5,4297.0,4420.3,4569.8,4678.6
331,"Buffalo-Cheektowaga-Niagara Falls, NY","71, 72","  Arts, entertainment, recreation, accommodation, and food services",1949.7,1874.5,1818.7,1974.1,2108.3,2226.6,2191.8,2123.9,2261.8,2353.3,2409.8
332,"Buffalo-Cheektowaga-Niagara Falls, NY",71,"   Arts, entertainment, and recreation",571.9,554.7,552.6,585.7,631.1,625.5,620.4,656.1,740.6,759.2,782.7
335,"Buffalo-Cheektowaga-Niagara Falls, NY",72,   Accommodation and food services,1378.3,1320.1,1266.1,1388.3,1477.2,1601.0,1571.4,1469.1,1523.8,1596.5,1629.7
338,"Buffalo-Cheektowaga-Niagara Falls, NY",81,  Other services (except government and government enterprises),1080.9,1072.7,1059.9,1013.8,994.5,987.3,982.0,999.6,1031.7,1029.5,1048.5
343,"Buffalo-Cheektowaga-Niagara Falls, NY","11, 21",Natural resources and mining,154.6,157.9,165.7,180.0,155.1,145.3,165.9,183.0,212.1,217.7,188.6
344,"Buffalo-Cheektowaga-Niagara Falls, NY","42, 44-45",Trade,6399.3,6361.1,6099.2,6402.9,6304.6,6253.4,6340.4,6494.8,6758.9,6644.5,6698.4
350,"Charlotte-Concord-Gastonia, NC-SC",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,332.1,403.2,499.3,523.9,516.2
353,"Charlotte-Concord-Gastonia, NC-SC",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,81.8,102.8,112.7,133.8,120.2
357,"Charlotte-Concord-Gastonia, NC-SC",22,  Utilities,,,,,,,2420.6,,,,
358,"Charlotte-Concord-Gastonia, NC-SC",23,  Construction,6152.3,5433.9,4233.4,3613.5,3741.1,4107.5,4611.9,4855.7,5353.5,5680.2,5593.3
359,"Charlotte-Concord-Gastonia, NC-SC",31-33,  Manufacturing,18650.0,17280.4,16021.1,16652.2,17775.7,17634.1,17811.0,16952.5,17967.9,18420.5,19399.6
381,"Charlotte-Concord-Gastonia, NC-SC",42,  Wholesale trade,9092.8,8812.4,7601.1,7706.6,7877.2,8170.8,8601.4,,,,
382,"Charlotte-Concord-Gastonia, NC-SC",44-45,  Retail trade,6145.2,5878.6,5669.6,6051.4,5995.7,6271.2,6582.2,6877.9,6961.5,7259.3,7427.0
383,"Charlotte-Concord-Gastonia, NC-SC",48-49,  Transportation and warehousing,,,,,,,3928.2,4161.8,4145.8,4176.9,
392,"Charlotte-Concord-Gastonia, NC-SC",51,  Information,5573.5,6093.8,5505.9,5119.7,4836.0,4745.0,5003.4,5859.4,,,
397,"Charlotte-Concord-Gastonia, NC-SC","52, 53","  Finance, insurance, real estate, rental, and leasing",30618.0,37079.1,33713.2,30364.5,35073.4,35883.5,35380.4,34277.2,,,
398,"Charlotte-Concord-Gastonia, NC-SC",52,   Finance and insurance,16530.3,21733.0,19566.4,15790.7,19153.0,19497.3,17736.0,16595.8,16769.7,16156.6,16505.7
403,"Charlotte-Concord-Gastonia, NC-SC",53,   Real estate and rental and leasing,14333.0,15328.0,14146.8,14626.6,15926.9,16400.8,17836.6,17960.8,,,
406,"Charlotte-Concord-Gastonia, NC-SC","54, 55, 56",  Professional and business services,14686.6,15607.4,14142.8,15346.9,16480.5,17664.4,17906.6,19939.3,21120.2,22208.8,23227.3
407,"Charlotte-Concord-Gastonia, NC-SC",54,"   Professional, scientific, and technical services",,,,,,,,,,9712.6,9983.7
408,"Charlotte-Concord-Gastonia, NC-SC",55,   Management of companies and enterprises,,,,,,,,,,,
409,"Charlotte-Concord-Gastonia, NC-SC",56,   Administrative and support and waste management and remediation services,3639.8,3876.7,,,,,4803.3,5175.6,5186.1,,
412,"Charlotte-Concord-Gastonia, NC-SC","61, 62","  Educational services, health care, and social assistance",5931.8,6204.7,6456.7,6335.2,6334.9,6456.5,6476.1,6727.2,6940.9,7009.4,7265.9
413,"Charlotte-Concord-Gastonia, NC-SC",61,   Educational services,,,704.1,710.3,,,726.0,,,,
414,"Charlotte-Concord-Gastonia, NC-SC",62,   Health care and social assistance,,,5752.6,5624.9,,,5750.3,,,,
418,"Charlotte-Concord-Gastonia, NC-SC","71, 72","  Arts, entertainment, recreation, accommodation, and food services",4249.5,4293.1,4192.8,4326.9,4367.8,4601.5,4623.0,4985.2,5445.0,5806.5,6018.3
419,"Charlotte-Concord-Gastonia, NC-SC",71,"   Arts, entertainment, and recreation",1684.6,1746.1,1792.2,1785.2,1828.7,1877.1,1796.7,1787.2,1833.8,,1932.7
422,"Charlotte-Concord-Gastonia, NC-SC",72,   Accommodation and food services,2568.4,2548.7,2400.6,2541.7,2539.0,2724.3,2825.1,3193.3,3603.1,,4073.6
425,"Charlotte-Concord-Gastonia, NC-SC",81,  Other services (except government and government enterprises),2057.1,1988.7,1799.3,1861.3,1942.5,2136.8,2195.5,2243.5,2328.0,2409.2,2467.0
430,"Charlotte-Concord-Gastonia, NC-SC","11, 21",Natural resources and mining,382.2,436.8,411.3,367.8,324.1,362.5,417.7,510.0,618.9,664.5,642.7
431,"Charlotte-Concord-Gastonia, NC-SC","42, 44-45",Trade,15228.7,14679.1,13270.6,13756.6,13873.4,14441.9,15183.7,,,,
437,"Chicago-Naperville-Elgin, IL-IN-WI",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,571.7,,,,405.6
440,"Chicago-Naperville-Elgin, IL-IN-WI",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,347.3,,,583.8
444,"Chicago-Naperville-Elgin, IL-IN-WI",22,  Utilities,,,,,,,7708.5,,7741.5,8097.1,8345.8
445,"Chicago-Naperville-Elgin, IL-IN-WI",23,  Construction,25593.9,23220.2,18412.9,15712.6,15169.0,16496.1,18570.6,18583.2,19754.6,20482.7,19978.1
446,"Chicago-Naperville-Elgin, IL-IN-WI",31-33,  Manufacturing,67213.6,62746.3,62345.3,65944.8,66924.8,70698.3,67325.0,68009.5,68805.0,71022.6,71661.2
468,"Chicago-Naperville-Elgin, IL-IN-WI",42,  Wholesale trade,,,,,,,,45955.9,48003.3,,
469,"Chicago-Naperville-Elgin, IL-IN-WI",44-45,  Retail trade,29685.2,28292.5,26334.7,25830.7,26019.8,26595.7,27201.4,27162.7,28202.3,29152.2,30037.1
470,"Chicago-Naperville-Elgin, IL-IN-WI",48-49,  Transportation and warehousing,,,,,,,20913.0,,19897.3,20130.5,20667.9
479,"Chicago-Naperville-Elgin, IL-IN-WI",51,  Information,,,,,,,,,,,
484,"Chicago-Naperville-Elgin, IL-IN-WI","52, 53","  Finance, insurance, real estate, rental, and leasing",132879.0,121430.2,127421.8,126897.6,127969.0,132231.5,125626.5,129539.3,,136816.6,
485,"Chicago-Naperville-Elgin, IL-IN-WI",52,   Finance and insurance,52043.0,41069.4,48213.7,47155.6,47800.1,50765.3,45986.3,49385.5,52108.1,51989.5,52197.5
490,"Chicago-Naperville-Elgin, IL-IN-WI",53,   Real estate and rental and leasing,80327.3,80605.0,79208.0,79760.4,80175.0,81373.0,79770.8,80040.5,,84751.9,
493,"Chicago-Naperville-Elgin, IL-IN-WI","54, 55, 56",  Professional and business services,79847.1,82427.1,75399.9,77126.4,79449.9,82663.2,83437.5,86228.3,87856.4,88648.1,91236.5
494,"Chicago-Naperville-Elgin, IL-IN-WI",54,"   Professional, scientific, and technical services",,49933.1,45731.4,45245.2,,,,49752.3,,,53589.4
495,"Chicago-Naperville-Elgin, IL-IN-WI",55,   Management of companies and enterprises,,,,13392.8,,,15099.4,15284.4,,,15288.6
496,"Chicago-Naperville-Elgin, IL-IN-WI",56,   Administrative and support and waste management and remediation services,18832.3,,,18501.7,19144.7,20072.7,,21229.0,21270.4,,22309.7
499,"Chicago-Naperville-Elgin, IL-IN-WI","61, 62","  Educational services, health care, and social assistance",39962.1,41830.9,42761.7,42542.6,43360.3,43968.8,44418.1,44989.8,45597.3,46376.7,47398.2
500,"Chicago-Naperville-Elgin, IL-IN-WI",61,   Educational services,,,,,,8627.1,8436.3,8508.0,,8224.8,
501,"Chicago-Naperville-Elgin, IL-IN-WI",62,   Health care and social assistance,,,,,,35343.4,35997.5,36500.3,,38221.4,
505,"Chicago-Naperville-Elgin, IL-IN-WI","71, 72","  Arts, entertainment, recreation, accommodation, and food services",20272.5,20056.4,17903.2,18368.2,19071.9,19577.9,21223.8,21905.0,22986.6,23100.3,23621.7
506,"Chicago-Naperville-Elgin, IL-IN-WI",71,"   Arts, entertainment, and recreation",5726.1,5603.4,,5360.6,,,,,,,
509,"Chicago-Naperville-Elgin, IL-IN-WI",72,   Accommodation and food services,14547.1,14455.8,,13007.6,,,,,,,
512,"Chicago-Naperville-Elgin, IL-IN-WI",81,  Other services (except government and government enterprises),,,,,,,,,,,
517,"Chicago-Naperville-Elgin, IL-IN-WI","11, 21",Natural resources and mining,1341.2,1216.1,1058.0,941.7,995.2,794.6,,,872.1,930.5,986.4
518,"Chicago-Naperville-Elgin, IL-IN-WI","42, 44-45",Trade,,,,,,,,73162.0,76252.9,,
524,"Cincinnati, OH-KY-IN",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,134.0,75.3,58.1,,77.6
527,"Cincinnati, OH-KY-IN",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,149.6,205.7,,,
531,"Cincinnati, OH-KY-IN",22,  Utilities,,,,,,,1830.5,1621.1,1372.2,1399.0,1457.4
532,"Cincinnati, OH-KY-IN",23,  Construction,,,,,,,3672.5,3846.5,4070.7,4309.6,
533,"Cincinnati, OH-KY-IN",31-33,  Manufacturing,,,,,,,16449.4,18266.5,,19519.8,19325.9
555,"Cincinnati, OH-KY-IN",42,  Wholesale trade,,,,,,,9215.7,9401.9,9669.8,9793.6,10124.6
556,"Cincinnati, OH-KY-IN",44-45,  Retail trade,6334.1,6000.9,5828.6,5796.4,5847.4,5834.5,6011.7,6185.1,6551.0,6681.3,6974.9
557,"Cincinnati, OH-KY-IN",48-49,  Transportation and warehousing,,,,,,,3122.6,3275.9,3632.8,3799.8,3889.4
566,"Cincinnati, OH-KY-IN",51,  Information,,,,,,,8514.1,4905.3,4097.8,4052.9,4116.1
571,"Cincinnati, OH-KY-IN","52, 53","  Finance, insurance, real estate, rental, and leasing",19192.0,18949.8,20014.5,21058.3,22192.2,22444.3,21948.8,22293.4,23266.4,,
572,"Cincinnati, OH-KY-IN",52,   Finance and insurance,,,,,,,9019.9,9719.5,10392.4,10577.4,
577,"Cincinnati, OH-KY-IN",53,   Real estate and rental and leasing,,,,,,,12966.0,12547.6,12813.1,,14209.8
580,"Cincinnati, OH-KY-IN","54, 55, 56",  Professional and business services,14591.2,15251.6,14101.3,14674.1,15458.9,16786.6,,,,16408.4,16310.5
581,"Cincinnati, OH-KY-IN",54,"   Professional, scientific, and technical services",,,,,,,,,6568.8,,6676.6
582,"Cincinnati, OH-KY-IN",55,   Management of companies and enterprises,,,,,,,,,,,5963.6
583,"Cincinnati, OH-KY-IN",56,   Administrative and support and waste management and remediation services,,,,,3262.4,,3621.5,3733.2,3833.3,3436.3,3620.9
586,"Cincinnati, OH-KY-IN","61, 62","  Educational services, health care, and social assistance",8575.1,8866.0,8863.1,8775.6,8839.0,8987.2,9217.8,9419.0,9692.5,9645.8,9869.1
587,"Cincinnati, OH-KY-IN",61,   Educational services,,,,,,,632.2,615.5,611.5,625.9,618.8
588,"Cincinnati, OH-KY-IN",62,   Health care and social assistance,,,,,,,8589.5,8809.6,9089.3,9026.4,9259.4
592,"Cincinnati, OH-KY-IN","71, 72","  Arts, entertainment, recreation, accommodation, and food services",4401.7,4139.7,3740.0,3830.8,3817.7,3767.8,,,,,4486.4
593,"Cincinnati, OH-KY-IN",71,"   Arts, entertainment, and recreation",,,,,,,,,,,1483.9
596,"Cincinnati, OH-KY-IN",72,   Accommodation and food services,,,,,,,2642.9,2833.1,2909.4,2923.0,3000.9
599,"Cincinnati, OH-KY-IN",81,  Other services (except government and government enterprises),2275.7,,2015.9,,,,2013.5,2061.5,,,
604,"Cincinnati, OH-KY-IN","11, 21",Natural resources and mining,271.0,265.3,305.8,259.3,256.4,203.3,293.1,273.1,,298.3,
605,"Cincinnati, OH-KY-IN","42, 44-45",Trade,,,,,,,15231.5,15590.5,16222.2,16475.8,17099.1
611,"Cleveland-Elyria, OH",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,,,,,
